appid,name,estimated_owners,price,dlc_count,windows,mac,linux,metacritic_score,user_score,achievements,recommendations,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks,developers,publishers,genres,tags,single_player,release_year,players,popular_tags,recent_sentiment,recent_review_number,recent_positive_percentage,all_sentiment,all_review_number,all_positive_percentage,global_sales
12140,Max Payne,750000.0,3.49,0,True,False,False,89,0,0,8684,168,79,80,79,Remedy Entertainment,Rockstar Games,Action,"Action,Noir,Classic,Third-Person Shooter,Bullet Time,Story Rich,Atmospheric,Dark,Third Person,Singleplayer,Shooter,Great Soundtrack,Detective,Cinematic,Linear,Crime,Violent,Adventure,Horror,Psychological Horror",True,2011,single,"Noir,Action,Classic,Third-Person Shooter,Bullet Time,Story Rich,Atmospheric,Masterpiece,Dark,Third Person,Singleplayer,Shooter,Great Soundtrack,Linear,Detective,Cinematic,Violent,Crime,Adventure,Horror",Very Positive,27.0,81.0,Very Positive,3348.0,89.0,5.8
748490,The Legend of Heroes: Trails of Cold Steel II,75000.0,39.99,13,True,False,False,81,0,51,1992,4495,0,8126,0,Nihon Falcom,"XSEED Games,Marvelous USA, Inc.",RPG,"JRPG,RPG,Anime,Story Rich,Great Soundtrack,Turn-Based,Singleplayer,Mechs,Fantasy,Romance,Turn-Based Combat,Adventure",True,2018,single,"JRPG,RPG,Anime,Story Rich,Great Soundtrack,Turn-Based,Singleplayer,Fantasy,Mechs,Romance,Adventure",Very Positive,11.0,81.0,Overwhelmingly Positive,852.0,95.0,0.39
16130,Fish Tycoon,10000.0,9.99,0,True,False,False,0,0,0,0,1815,0,1815,0,Last Day of Work,Last Day of Work,"Casual,Simulation","Simulation,Casual,Management",True,2008,single,"Casual,Simulation,Management",,,,Positive,37.0,81.0,0.26
40800,Super Meat Boy,3500000.0,14.99,1,True,True,True,87,0,48,22056,335,17,139,34,Team Meat,,Indie,"Precision Platformer,Platformer,Difficult,Indie,2D Platformer,Pixel Graphics,2D,Singleplayer,Great Soundtrack,Fast-Paced,Retro,Controller,Unforgiving,Gore,Action,Time Attack,Funny,Comedy,Side Scroller,Replay Value",True,2010,single,"Platformer,Difficult,Indie,2D,Singleplayer,Great Soundtrack,Fast-Paced,Retro,Controller,Pixel Graphics,Unforgiving,Gore,Action,Time Attack,Funny,Comedy,Side Scroller,Masterpiece,Adventure,Replay Value",Very Positive,67.0,89.0,Very Positive,18040.0,94.0,0.01
211200,Beyond Oasis,0.0,0.99,0,True,True,True,0,0,0,0,0,0,0,0,,SEGA,,,True,2012,single,"Action,Classic,RPG,Adventure",,,,,,,0.05
22380,Fallout: New Vegas,3500000.0,9.99,7,True,False,False,84,0,75,127087,3044,112,976,153,Obsidian Entertainment,Bethesda Softworks,"Action,RPG","Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,Exploration,Story Rich,First-Person,Action,Adventure,Sci-fi,FPS,Western,Atmospheric,Action RPG,Survival,Character Customization,Sandbox,Shooter,Third Person",True,2010,single,"Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,Exploration,First-Person,Action,Story Rich,Adventure,Sci-fi,FPS,Atmospheric,Western,Action RPG,Survival,Sandbox,Character Customization,Masterpiece,Shooter",Very Positive,507.0,93.0,Overwhelmingly Positive,52056.0,95.0,8.35
458730,Conception II: Children of the Seven Stars,35000.0,19.99,0,True,False,False,0,0,51,548,495,0,495,0,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",RPG,"RPG,Anime,JRPG,Dating Sim,Nudity,Dungeon Crawler,Sexual Content,Cute,Visual Novel,Singleplayer,Story Rich,Romance,Action",True,2016,single,"Anime,RPG,JRPG,Dating Sim,Nudity,Dungeon Crawler,Sexual Content,Visual Novel,Cute,Singleplayer,Story Rich,Psychological Horror",,,,Very Positive,418.0,84.0,0.29
577940,Killer Instinct,150000.0,39.99,1,True,False,False,0,0,463,3220,228,0,112,0,Iron Galaxy,Xbox Game Studios,Action,"Fighting,Action,Multiplayer,Great Soundtrack,2D Fighter,Arcade,Singleplayer,Competitive,Local Multiplayer,2.5D,Controller,Beat 'em up,Gore,Horror",True,2017,single/multi,"Fighting,Action,Multiplayer,Great Soundtrack,2D Fighter,Arcade,Singleplayer,Competitive,2.5D,Local Multiplayer",Very Positive,16.0,93.0,Very Positive,1417.0,87.0,3.2
324310,Bus Simulator 16,350000.0,9.99,3,True,True,False,0,0,30,2015,872,0,745,0,stillalive studios,astragon Entertainment,Simulation,"Simulation,Automobile Sim,Driving,Multiplayer,Open World,Realistic,Management,Co-op,Singleplayer,Online Co-Op,Co-op Campaign,Physics,Adventure,Mod,First-Person,Atmospheric,Free to Play,Casual,Sandbox,Moddable",True,2016,single/multi,"Simulation,Driving,Open World,Multiplayer,Realistic,Management,Co-op,Singleplayer,Online Co-Op,Co-op Campaign,Physics,Adventure,Mod,First-Person,Free to Play,Atmospheric",Mixed,17.0,52.0,Mixed,1561.0,58.0,0.03
28000,Kane & Lynch 2: Dog Days,750000.0,9.99,3,True,False,False,66,0,58,5205,193,0,107,0,IO Interactive,Square Enix,Action,"Action,Co-op,Crime,Third-Person Shooter,Shooter,Violent,Third Person,Atmospheric,Multiplayer,Mature,Singleplayer,Short,Heist,Nudity,Story Rich,Open World,Adventure,Local Co-Op,Great Soundtrack,Controller",True,2010,single/multi,"Action,Co-op,Crime,Third-Person Shooter,Shooter,Third Person,Violent,Multiplayer,Short,Atmospheric,Singleplayer,Mature,Heist,Open World,Story Rich,Masterpiece,Nudity,Adventure,Local Co-Op,Great Soundtrack",Mixed,26.0,42.0,Mixed,2960.0,60.0,1.15
260570,Gray Matter,75000.0,9.99,0,True,False,False,72,0,0,444,333,0,396,0,WizarBox Production,Viva Media Inc,"Adventure,Casual","Adventure,Point & Click,Female Protagonist,Casual,Mystery,Singleplayer,Story Rich,Great Soundtrack,Puzzle,Magic,Escape Room,Atmospheric,Third Person",True,2014,single,"Adventure,Point & Click,Female Protagonist,Mystery,Singleplayer,Story Rich,Casual,Great Soundtrack,Puzzle,Magic,Atmospheric",,,,Very Positive,336.0,89.0,0.12
17470,Dead Space,1500000.0,19.99,0,True,False,False,86,0,0,16949,601,398,136,398,EA Redwood Shores,Electronic Arts,"Action,Adventure","Horror,Sci-fi,Action,Space,Third Person,Survival Horror,Atmospheric,Singleplayer,Third-Person Shooter,Gore,Shooter,Aliens,Dark,Futuristic,Story Rich,Silent Protagonist,Adventure,Survival,Zombies,Immersive",True,2009,single,"Horror,Sci-fi,Action,Space,Third Person,Survival Horror,Atmospheric,Singleplayer,Third-Person Shooter,Gore,Shooter,Aliens,Dark,Futuristic,Story Rich,Silent Protagonist,Survival,Adventure,Masterpiece,Zombies",Very Positive,44.0,88.0,Very Positive,7353.0,89.0,3.99
1693980,Dead Space,350000.0,59.99,1,True,False,False,87,0,47,7891,339,339,356,356,Motive,Electronic Arts,"Action,Adventure","Horror,Third-Person Shooter,Space,Shooter,Sci-fi,Psychological Horror,Third Person,Action-Adventure,Atmospheric,Survival Horror,Action,Survival,Aliens,Adventure,Dark,Singleplayer,Combat,Violent,Remake,Blood",True,2023,single,"Horror,Sci-fi,Action,Space,Third Person,Survival Horror,Atmospheric,Singleplayer,Third-Person Shooter,Gore,Shooter,Aliens,Dark,Futuristic,Story Rich,Silent Protagonist,Survival,Adventure,Masterpiece,Zombies",Very Positive,44.0,88.0,Very Positive,7353.0,89.0,3.99
23490,Tropico 3,1500000.0,9.99,0,True,False,False,79,0,0,716,248,0,72,0,Haemimont Games,Kalypso Media Digital,"Simulation,Strategy","Simulation,Strategy,City Builder,Management,Politics,Sandbox,Singleplayer,Economy,Satire,Comedy,Funny,Great Soundtrack,Cold War,Political Sim,Atmospheric,Multiplayer,Open World,Classic",True,2009,single,"Simulation,Strategy,City Builder,Management,Politics,Sandbox,Singleplayer,Comedy,Satire,Economy,Funny,Great Soundtrack,Cold War,Masterpiece,Atmospheric,Multiplayer,Open World",,,,Very Positive,595.0,90.0,0.26
243060,Urban Chaos,35000.0,6.99,0,True,False,False,0,0,0,171,307,0,549,0,"Mucky Foot Productions Ltd,My Little Planet Ltd",My Little Planet Ltd,Action,"Action,Classic,Female Protagonist,Open World,Third Person,Stealth,Atmospheric",True,2013,single,"Action,Female Protagonist,Classic,Open World,Third Person",,,,Mostly Positive,114.0,71.0,0.1
25800,Europa Universalis III Complete,350000.0,14.99,11,True,True,False,83,0,0,1255,404,0,78,0,Paradox Development Studio,Paradox Interactive,Strategy,"Grand Strategy,Strategy,Historical,Political Sim,Real-Time with Pause,Political,Sandbox,Simulation,Singleplayer,Multiplayer,Addictive,RTS,Co-op,War,Alternate History,Logic,Medieval,Great Soundtrack,4X,Moddable",True,2009,single/multi,"Grand Strategy,Strategy,Historical,Real-Time with Pause,Political,Sandbox,Simulation,Singleplayer,Multiplayer,Addictive,RTS,Co-op,War,Alternate History,Medieval,Logic,4X,Great Soundtrack",,,,Very Positive,962.0,85.0,0.02
48800,Ship Simulator Extremes,150000.0,4.99,6,True,False,False,49,0,0,1486,1774,0,1566,0,VStep,Paradox Interactive,Simulation,"Simulation,Realistic,Naval,Open World,Multiplayer,Adventure,Singleplayer",True,2010,single/multi,"Simulation,Realistic,Naval,Open World,Multiplayer,Adventure,Singleplayer",Mixed,13.0,46.0,Mixed,1090.0,43.0,0.05
251430,The Inner World,150000.0,14.99,1,True,True,True,72,0,23,545,129,0,172,0,Studio Fizbin,Headup,"Adventure,Indie","Adventure,Point & Click,Puzzle,Indie,1990's,Great Soundtrack,Retro,Classic,Story Rich,Comedy,2D,Funny,Singleplayer",True,2013,single,"Adventure,Point & Click,Indie,Puzzle,Funny,Hand-drawn,Comedy,Story Rich,Singleplayer,2D,Atmospheric",,,,Very Positive,274.0,91.0,0.03
21110,F.E.A.R.,1500000.0,54.99,0,True,False,False,88,0,0,7859,189,0,199,0,"Monolith Productions, Inc.,Timegate","Warner Bros. Games,Warner Bros. Interactive Entertainment",Action,,True,2010,single,"Horror,FPS,Action,Bullet Time,Classic,Singleplayer,Masterpiece,Atmospheric,Shooter,Gore,First-Person,Psychological Horror,Story Rich,Dark,Sci-fi,Great Soundtrack,Survival Horror,Adventure,Old School,Thriller",Very Positive,27.0,92.0,Very Positive,4512.0,94.0,0.8800000000000001
21090,F.E.A.R.,1500000.0,54.99,0,True,False,False,88,0,0,7862,289,65,176,65,"Monolith Productions, Inc.,Timegate","Warner Bros. Games,Warner Bros. Interactive Entertainment",Action,"Horror,FPS,Action,Bullet Time,Classic,Singleplayer,Shooter,Atmospheric,Gore,First-Person,Psychological Horror,Dark,Story Rich,Sci-fi,Jump Scare,Great Soundtrack,Survival Horror,Thriller,Old School,Adventure",True,2010,single,"Horror,FPS,Action,Bullet Time,Classic,Singleplayer,Masterpiece,Atmospheric,Shooter,Gore,First-Person,Psychological Horror,Story Rich,Dark,Sci-fi,Great Soundtrack,Survival Horror,Adventure,Old School,Thriller",Very Positive,27.0,92.0,Very Positive,4512.0,94.0,0.8800000000000001
21120,F.E.A.R.,1500000.0,54.99,0,True,False,False,88,0,0,7873,172,0,277,0,"Monolith Productions, Inc.,Timegate","Warner Bros. Games,Warner Bros. Interactive Entertainment",Action,,True,2010,single,"Horror,FPS,Action,Bullet Time,Classic,Singleplayer,Masterpiece,Atmospheric,Shooter,Gore,First-Person,Psychological Horror,Story Rich,Dark,Sci-fi,Great Soundtrack,Survival Horror,Adventure,Old School,Thriller",Very Positive,27.0,92.0,Very Positive,4512.0,94.0,0.8800000000000001
298630,The Escapists,1500000.0,17.99,5,True,True,True,71,0,37,13476,769,0,215,0,Mouldy Toof Studios,Team17,"Action,Adventure,Indie,Simulation,Strategy","Pixel Graphics,Strategy,Crafting,Singleplayer,2D,Simulation,Indie,Action,Difficult,Survival,Adventure,Puzzle,RPG,Top-Down,Funny,Sandbox,Multiplayer,Comedy,Co-op,Rogue-like",True,2015,single,"Pixel Graphics,Strategy,Crafting,Singleplayer,2D,Simulation,Indie,Difficult,Survival,Action,Adventure,Puzzle,RPG,Top-Down,Funny,Sandbox,Multiplayer,Comedy,Rogue-like,Co-op",Very Positive,57.0,85.0,Very Positive,11643.0,89.0,0.01
200230,Off-Road Drive,75000.0,4.99,0,True,False,False,60,0,0,440,250,0,396,0,1C-Avalon,Fulqrum Publishing,"Racing,Simulation","Simulation,Racing,Offroad,Automobile Sim,Multiplayer,Singleplayer",True,2011,single/multi,"Simulation,Racing,Offroad,Singleplayer,Multiplayer",,,,Mixed,358.0,62.0,0.04
230190,War for the Overworld,750000.0,29.99,8,True,True,True,0,0,142,5489,1192,0,505,0,Brightrock Games,Brightrock Games,"Indie,Simulation,Strategy","Strategy,God Game,RTS,Management,Base-Building,Fantasy,Villain Protagonist,Underground,Dark Comedy,Singleplayer,Building,Multiplayer,Dungeon Crawler,Funny,Indie,Level Editor,Demons,Old School,Sandbox,Comedy",True,2015,single/multi,"Strategy,RTS,God Game,Indie,Fantasy,Base Building,Sandbox,Simulation,Villain Protagonist,Kickstarter,Management,Dungeon Crawler,Funny,Singleplayer,Multiplayer,Dark Comedy,Building,Level Editor,Comedy,Early Access",Mostly Positive,69.0,79.0,Very Positive,3776.0,84.0,0.01
67370,The Darkness II,1500000.0,4.49,0,True,True,False,77,0,50,5794,305,49,204,49,Digital Extremes,2K,Action,"FPS,Action,Gore,Shooter,Dark,Singleplayer,Co-op,Horror,First-Person,Violent,Multiplayer,Atmospheric,Story Rich,Supernatural,Comic Book,Short,Multiple Endings,Adventure,Nudity,Funny",True,2012,single,"FPS,Action,Gore,Shooter,Dark,Singleplayer,Co-op,Horror,First-Person,Multiplayer,Violent,Atmospheric,Story Rich,Supernatural,Comic Book,Short,Multiple Endings,Masterpiece,Adventure,Nudity",Mostly Positive,27.0,77.0,Very Positive,4447.0,89.0,0.8500000000000001
1673320,Survivor,35000.0,0.99,0,True,False,False,0,0,0,0,0,0,0,0,kolacape,kolacape,"Action,Adventure,Indie","Action,FPS,Action-Adventure,Indie,First-Person,Zombies,Combat,Adventure,Singleplayer,Shooter,Arena Shooter,Classic,Fast-Paced,Runner,Short",True,2021,single,"Adventure,Free to Play,Indie",Mixed,10.0,40.0,Mixed,71.0,67.0,0.01
1031700,Survivor,35000.0,0.0,0,True,True,False,0,0,0,0,0,0,0,0,Reija Meriläinen,Reija Meriläinen,"Adventure,Free to Play,Indie","Adventure,Free to Play,Indie,Story Rich,Interactive Fiction,Psychological Horror",True,2019,single,"Adventure,Free to Play,Indie",Mixed,10.0,40.0,Mixed,71.0,67.0,0.01
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,1500000.0,19.99,0,True,False,False,82,0,0,23616,819,36,327,43,GSC Game World,GSC Game World,"Action,RPG","Atmospheric,Post-apocalyptic,Open World,FPS,Survival,Action,RPG,Shooter,Survival Horror,Horror,First-Person,Singleplayer,Classic,Based On A Novel,Moddable,Adventure,Immersive,Sci-fi,Inventory Management,Difficult",True,2007,single/multi,"Atmospheric,Post-apocalyptic,Open World,FPS,Survival,Masterpiece,Action,RPG,Survival Horror,Shooter,Horror,First-Person,Singleplayer,Classic,Based On A Novel,Moddable,Adventure,Sci-fi,Inventory Management,Difficult",Very Positive,186.0,91.0,Very Positive,9128.0,94.0,0.06
1700,Arx Fatalis,350000.0,4.99,0,True,False,False,77,0,0,1418,100,0,39,0,Arkane Studios,Arkane Studios,RPG,"RPG,First-Person,Classic,Atmospheric,Dark Fantasy,Fantasy,Singleplayer,Immersive Sim,Underground,Adventure,Action,Story Rich,Exploration,Magic,Dungeon Crawler,Horror,Action RPG,Open World,Stealth,Inventory Management",True,2007,single,"RPG,First-Person,Classic,Atmospheric,Fantasy,Dark Fantasy,Singleplayer,Underground,Action,Adventure,Story Rich,Masterpiece,Exploration,Immersive Sim,Dungeon Crawler,Horror,Magic,Action RPG,Stealth",Very Positive,11.0,81.0,Very Positive,738.0,86.0,0.1
804000,Expendable,10000.0,3.99,0,True,False,False,0,0,0,0,0,0,0,0,Rage Software,Funbox Media Ltd,"Action,Adventure","Action,Adventure,Classic,Top-Down Shooter,Sci-fi,Retro",True,2018,single/multi,"Action,Adventure,Classic,Top-Down Shooter,Sci-fi,Retro",,,,,,,0.05
1600,Dangerous Waters,75000.0,2.99,0,True,False,False,82,0,0,277,1,0,1,0,Sonalysts,Strategy First,Strategy,"Strategy,Naval Combat,Simulation,Naval,Submarine,Multiplayer,Military,Singleplayer",True,2006,single/multi,"Strategy,Simulation,Naval,Submarine,Multiplayer,Military",,,,Mostly Positive,162.0,77.0,0.01
46490,Still Life 2,150000.0,7.99,0,True,False,False,67,0,0,371,0,0,0,0,Microids,Microids,Adventure,"Adventure,Point & Click,Female Protagonist,Crime,Mystery,Detective,Singleplayer,Puzzle,Horror,Escape Room",True,2011,single,"Adventure,Point & Click,Female Protagonist,Crime,Mystery,Singleplayer,Detective,Puzzle,Horror",,,,Mixed,241.0,44.0,0.02
38120,Farm Frenzy,10000.0,4.99,0,True,False,False,0,0,0,0,1340,0,1340,0,Alawar,iWin,Casual,"Farming Sim,Casual,Agriculture,Time Management",True,2010,single,"Casual,Agriculture,Time Management",,,,Positive,17.0,94.0,0.03
2820,X3: Terran Conflict,750000.0,15.99,5,True,True,True,73,0,33,1825,1773,0,443,0,Egosoft,Egosoft,"Action,Simulation,Strategy","Space,Simulation,Sandbox,Sci-fi,Strategy,Space Sim,Open World,Trading,Singleplayer,Economy,Action,Capitalism,Flight,Great Soundtrack,Moddable,4X,Exploration,Atmospheric,Management,Multiplayer",True,2008,single,"Space,Simulation,Sandbox,Sci-fi,Strategy,Space Sim,Open World,Trading,Singleplayer,Economy,Action,Capitalism,4X,Great Soundtrack,Moddable,Flight,Masterpiece,Atmospheric,Exploration,Multiplayer",,,,Very Positive,1354.0,85.0,0.03
227380,Dragon's Lair,75000.0,9.99,0,True,True,True,0,0,12,505,11,0,15,0,Digital Leisure Inc.,Digital Leisure Inc.,"Action,Adventure,Casual","Adventure,Classic,Action,Arcade,Quick-Time Events,1980s,FMV,Casual,Retro,Cartoon,Difficult,Short,Fantasy,Dragons,Singleplayer",True,2013,single,"Adventure,Action,FMV,Quick-Time Events,Arcade,Classic,Casual,1980s,Retro,Cartoon,Difficult,Short,Masterpiece,Dragons",,,,Mostly Positive,375.0,77.0,0.02
408760,Pro Cycling Manager 2016,75000.0,9.99,0,True,False,False,64,0,47,238,2956,0,2956,0,Cyanide Studio,Nacon,"Simulation,Sports","Sports,Simulation,Cycling,Management,Multiplayer,Singleplayer",True,2016,single/multi,"Sports,Simulation,Cycling,Management,Singleplayer,Multiplayer",,,,Mixed,192.0,55.0,0.14
3920,Sid Meier's Pirates!,350000.0,9.99,0,True,False,False,88,0,0,4335,480,0,276,0,Firaxis Games,2K,RPG,"Pirates,Open World,RPG,Adventure,Singleplayer,Naval,Sandbox,Sailing,Historical,Strategy,Classic,Economy,Remake,Action,Exploration,Trading,Naval Combat,Choose Your Own Adventure,Fighting,Atmospheric",True,2005,single,"Pirates,Open World,RPG,Adventure,Singleplayer,Naval,Sandbox,Sailing,Historical,Strategy,Classic,Economy,Remake,Action,Exploration,Trading,Masterpiece,Choose Your Own Adventure,Fighting,Atmospheric",Very Positive,18.0,88.0,Very Positive,2262.0,93.0,0.5
446390,Onechanbara Z2: Chaos,35000.0,39.99,37,True,False,False,0,0,44,720,362,0,362,0,Tamsoft,D3PUBLISHER,Action,"Action,Nudity,Hack and Slash,Female Protagonist,Mature,Sexual Content,Anime,Zombies,Beat 'em up,Gore,Spectacle fighter,Character Action Game,Hentai",True,2016,single,"Action,Nudity,Female Protagonist,Hack and Slash,Anime,Mature,Zombies,Sexual Content,Beat 'em up,Gore,Character Action Game,Spectacle fighter",,,,Mostly Positive,463.0,75.0,0.25
372360,Tales of Symphonia,750000.0,19.99,0,True,False,False,0,0,39,3393,807,0,376,0,BANDAI NAMCO Entertainment Inc.,BANDAI NAMCO Entertainment,RPG,"JRPG,RPG,Anime,Story Rich,Fantasy,Action RPG,Adventure,Great Soundtrack,Classic,Singleplayer,Action,Local Co-Op,Open World,Replay Value,Co-op,Local Multiplayer,Atmospheric,Epic,Cute,Choices Matter",True,2016,single/multi,"JRPG,RPG,Anime,Story Rich,Fantasy,Action RPG,Great Soundtrack,Adventure,Classic,Singleplayer,Action,Open World,Local Co-Op,Replay Value,Co-op,Atmospheric,Local Multiplayer,Masterpiece,Epic",Mixed,12.0,58.0,Very Positive,2031.0,81.0,1.62
447020,Farming Simulator 17,1500000.0,14.99,4,True,True,False,69,0,17,18990,8804,259,2029,259,GIANTS Software,GIANTS Software,Simulation,"Farming Sim,Simulation,Automobile Sim,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack",True,2016,single/multi,"Simulation,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack,Action,Female Protagonist",Very Positive,88.0,88.0,Very Positive,11267.0,91.0,1.62
9730,Tycoon City: New York,0.0,1.99,0,True,False,False,67,0,0,179,0,0,0,0,,Retroism,Simulation,,True,2008,single,"Simulation,Management,City Builder",,,,Mostly Negative,122.0,34.0,0.02
209100,Resident Evil: Operation Raccoon City,350000.0,0.0,8,True,False,False,48,0,0,3186,198,0,217,0,Slant Six Games,Capcom Co. Ltd,Action,"Action,Zombies,Multiplayer,Co-op,Horror,Third-Person Shooter,Singleplayer,Third Person,Shooter,Survival Horror,Female Protagonist,Adventure,Sexual Content",True,2012,single/multi,"Action,Zombies,Multiplayer,Co-op,Horror,Third-Person Shooter,Third Person,Singleplayer,Shooter,Survival Horror,Female Protagonist",Mostly Negative,13.0,30.0,Mixed,1907.0,51.0,1.98
385730,WWE 2K16,350000.0,0.0,0,True,False,False,74,0,55,1752,1625,0,2678,0,"Visual Concepts,Yuke's Co., LTD",2K,"Simulation,Sports","Sports,Fighting,Wrestling,Simulation,Multiplayer,Action,Singleplayer,Character Customization,Memes,Co-op,Funny,Local Co-Op,Nudity,Great Soundtrack",True,2016,single/multi,"Sports,Fighting,Wrestling,Simulation,Multiplayer,Action,Singleplayer,Character Customization,Memes,Co-op,Funny,Local Co-Op,Great Soundtrack,Nudity",,,,Mixed,1770.0,63.0,2.81
41500,Torchlight,1500000.0,14.99,0,True,True,False,83,0,66,4323,711,4,365,6,Runic Games,Runic Games,RPG,"RPG,Action RPG,Hack and Slash,Dungeon Crawler,Fantasy,Singleplayer,Loot,Indie,Moddable,Action,Adventure,Isometric,Magic,Cartoon,Exploration,Female Protagonist,Steampunk,Top-Down,Co-op,Great Soundtrack",True,2009,single,"RPG,Action RPG,Hack and Slash,Dungeon Crawler,Fantasy,Singleplayer,Loot,Indie,Moddable,Action,Adventure,Magic,Cartoon,Isometric,Exploration,Female Protagonist,Steampunk,Co-op,Top-Down,Great Soundtrack",Very Positive,17.0,82.0,Very Positive,3012.0,91.0,0.07
256070,Truck Racer,35000.0,9.99,0,True,False,False,0,0,50,110,27,0,27,0,Kylotonn Entertainment,"Plug In Digital,Nacon",Racing,"Racing,Automobile Sim,Action,Arcade,Multiplayer,Singleplayer",True,2013,single/multi,"Racing,Action",,,,Mixed,47.0,68.0,0.01
15740,Oddworld: Munch's Oddysee,150000.0,4.99,0,True,False,False,0,0,38,798,109,0,76,0,Oddworld Inhabitants,Oddworld Inhabitants,"Action,Adventure,Strategy","Adventure,Action,Strategy,Platformer,Comedy,3D Platformer,Classic,Puzzle,Funny",True,2010,single,"Adventure,Action,Strategy,Platformer,Comedy,3D Platformer,Classic,Puzzle,Funny",,,,Mostly Positive,559.0,73.0,0.79
427100,Fernbus Simulator,750000.0,29.99,22,True,False,False,0,0,79,5094,1441,22,794,22,TML-Studios,Aerosoft GmbH,"Casual,Simulation","Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Open World,Multiplayer,Moddable,First-Person,Atmospheric,Casual,Exploration,Physics,Relaxing,Management,Colorful,Adventure,Replay Value,Sexual Content,Story Rich",True,2016,single,"Simulation,Driving,Realistic,Singleplayer,Open World,Moddable,Multiplayer,First-Person,Atmospheric,Casual,Exploration,Sexual Content,Relaxing,Colorful,Physics,Replay Value,Management,Adventure,Nudity,Psychological Horror",Mixed,27.0,51.0,Mixed,2172.0,51.0,0.02
41600,Earthworm Jim 3D,35000.0,19.99,0,True,False,False,0,0,0,0,59,0,59,0,VIS Interactive,Interplay Inc.,"Action,Adventure","Adventure,Action,Platformer,3D Platformer,Classic,Singleplayer",True,2009,single,"Adventure,Action,Platformer,3D Platformer,Classic,Singleplayer",,,,Mixed,65.0,46.0,0.12
211201,Dynamite Headdy,0.0,0.99,0,True,True,True,0,0,0,0,0,0,0,0,,SEGA,,,True,2012,single,"Platformer,Great Soundtrack,2D,Retro,Classic",,,,,,,0.05
226860,Galactic Civilizations III,750000.0,39.99,17,True,False,False,81,0,102,7954,1847,0,523,0,Stardock Entertainment,Stardock Entertainment,"Indie,Strategy","Aliens,Sci-fi,4X,Turn-Based Strategy,Sandbox,3D,Moddable,Grand Strategy,Hex Grid,PvE,Strategy,PvP,Procedural Generation,Third Person,Turn-Based,Space,Lore-Rich,War,Futuristic,Multiplayer",True,2015,single/multi,"Strategy,Space,Turn-Based Strategy,4X,Sci-fi,Turn-Based,Multiplayer,Singleplayer,Grand Strategy,Exploration,Moddable,Simulation,Hex Grid,Replay Value,Sandbox,Open World,Indie,Lore-Rich,Management,Adventure",Very Positive,37.0,86.0,Mostly Positive,6426.0,76.0,0.01
312920,Rugby League Live 3,35000.0,19.99,0,True,False,False,0,0,35,146,0,0,0,0,Big Ant Studios,"Big Ant Studios (Steam),Tru Blu Games",Sports,Sports,True,2015,single/multi,Sports,,,,Mostly Positive,104.0,74.0,0.08
20510,S.T.A.L.K.E.R.: Clear Sky,1500000.0,9.99,0,True,False,False,75,0,0,11703,1216,423,549,825,GSC Game World,GSC World Publishing,"Action,RPG","Open World,Atmospheric,Post-apocalyptic,FPS,Survival,Action,First-Person,RPG,Shooter,Singleplayer,Survival Horror,Adventure,Multiplayer,Horror,Classic,Sci-fi,Moddable,Zombies,Inventory Management,Sandbox",True,2008,single/multi,"Open World,Atmospheric,Post-apocalyptic,Survival,FPS,Action,First-Person,RPG,Shooter,Singleplayer,Survival Horror,Masterpiece,Adventure,Horror,Multiplayer,Sci-fi,Classic,Zombies,Moddable,Inventory Management",Very Positive,102.0,81.0,Very Positive,5060.0,85.0,0.04
4880,Cossacks: European Wars,150000.0,4.99,0,True,False,False,74,0,0,352,124,0,124,0,GSC Game World,GSC World Publishing,Strategy,"Strategy,RTS,Historical,Singleplayer",True,2011,single,"Strategy,RTS,Historical,Masterpiece,Singleplayer",,,,Mostly Positive,189.0,70.0,0.03
